日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2014-07-15,,,,728,消耗品費,,,313,短期借入金,,,961,シモジマ　oppテープ他,,,,,,,
2014-07-16,,,,737,会議費,,,313,短期借入金,,,5806,きんちゃん家　打合せ食事代,,,,,,,
2014-07-16,,,,741,新聞図書費,,,313,短期借入金,,,1000,有隣堂　参考書籍,,,,,,,
2014-07-08,,,,737,会議費,,,313,短期借入金,,,3554,白木屋　打合せ食事代,,,,,,,
2014-07-08,,,,717,福利厚生費,,,313,短期借入金,,,315,EXCELSIOR　コーヒー代,,,,,,,
2014-08-31,,,,550,仕入高,,,313,短期借入金,,,12973,ヨドバシカメラ　PCパーツ,,,,,,,
2014-08-01,,,,727,交際費,,,313,短期借入金,,,18519,国土緑化㈱　お祝い胡蝶蘭,,,,,,,
2014-08-02,,,,737,会議費,,,313,短期借入金,,,13750,きんちゃん家　打合せ４名食事代,,,,,,,
2014-08-03,,,,727,交際費,,,313,短期借入金,,,3000,松坂屋　お中元,,,,,,,
2014-08-31,,,,717,福利厚生費,,,313,短期借入金,,,250,ドトール　コーヒー代,,,,,,,
2014-08-13,,,,551,外注費,,,121,三菱東京ＵＦＪ,,,120371,巽陽介　webショップ撮影,,,,,,,
2014-08-30,,,,722,旅費交通費,,,313,短期借入金,,,2426,日本交通　タクシー代,,,,,,,
2014-08-08,,,,737,会議費,,,313,短期借入金,,,1750,海鮮三崎港　打合せ食事代,,,,,,,
2014-08-14,,,,737,会議費,,,313,短期借入金,,,8649,海賊　打合せ食事代,,,,,,,
2014-08-30,,,,727,交際費,,,313,短期借入金,,,34445,ＴＥＩＥＮ　接待食事代,,,,,,,
2014-08-31,,,,550,仕入高,,,313,短期借入金,,,137528,ＰＣボンバー　surface　pro,,,,,,,
2014-08-06,,,,726,租税公課,9999,その他,313,短期借入金,,,6900,ＵＰＳ　輸入消費税,,,,,,,
2014-09-06,,,,728,消耗品費,,,313,短期借入金,,,1880,あきばお～７号店　乾電池他,,,,,,,
2014-09-01,,,,722,旅費交通費,,,313,短期借入金,,,288,ＪＲ東日本　乗車券,,,,,,,
2014-09-01,,,,722,旅費交通費,,,313,短期借入金,,,288,ＪＲ東日本　乗車券,,,,,,,
2014-09-20,,,,717,福利厚生費,,,313,短期借入金,,,232,ドトール　コーヒー代,,,,,,,
2014-09-20,,,,737,会議費,,,313,短期借入金,,,5519,きんちゃん家　打合せ食事代,,,,,,,
2014-09-20,,,,727,交際費,,,313,短期借入金,,,15075,㈲きんかん食堂　接待食事代,,,,,,,
2014-09-01,,,,323,未払法人税等,,,313,短期借入金,,,70000,法人地方税均等割,,,,,,,
2014-09-06,,,,741,新聞図書費,,,313,短期借入金,,,3200,有隣堂　参考書籍代,,,,,,,
2014-09-03,,,,741,新聞図書費,,,313,短期借入金,,,3000,ヨドバシカメラ　参考書籍代,,,,,,,
2014-09-06,,,,550,仕入高,,,313,短期借入金,,,5880,ヤマダ電機　PC関連商品,,,,,,,
2014-09-06,,,,728,消耗品費,,,313,短期借入金,,,709,ヨドバシカメラ　digio,,,,,,,
