日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2014-06-25,,,,166,売掛金,1,㈱ミヤマプランニング,511,売上高,,,233811,㈱ミヤマプランニング,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,31363,㈱家具屋,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,59810,スーベニール㈱,,,,,,,
2014-06-30,,,,166,売掛金,25,㈲クロニカルワークスｍｏｄｅｒｎａｒｋ,511,売上高,,,43124,㈲クロニカルワークスｍｏｄｅｒｎａｒｋ,,,,,,,
2014-06-30,,,,166,売掛金,14,㈱ゼットン,511,売上高,,,45896,㈱ゼットン,,,,,,,
2014-06-30,,,,166,売掛金,3,㈱アレゴリー,511,売上高,,,384095,㈱アレゴリー,,,,,,,
2014-06-30,,,,166,売掛金,11,㈱エンファクトリー,511,売上高,,,39690,㈱エンファクトリー,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,7128,㈱ａｒｉｇａｔｏ,,,,,,,
2014-06-30,,,,166,売掛金,5,㈱ミサワ,511,売上高,,,444042,㈱ミサワ,,,,,,,
2014-06-30,,,,166,売掛金,6,㈱ＡＣＭＥ,511,売上高,,,99134,㈱ＡＣＭＥ,,,,,,,
2014-06-30,,,,166,売掛金,20,㈱サニーデイ,511,売上高,,,46818,㈱サニーデイ,,,,,,,
2014-06-30,,,,166,売掛金,15,ｉｉｃｈｉ㈱,511,売上高,,,62683,ｉｉｃｈｉ㈱,,,,,,,
2014-06-30,,,,166,売掛金,12,ＡＸＡＳ㈱,511,売上高,,,28866,ＡＸＡＳ㈱,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,133169,㈱大丸松坂屋百貨店,,,,,,,
2014-06-30,,,,166,売掛金,7,㈱三越伊勢丹,511,売上高,,,569542,㈱三越伊勢丹,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,49977,武蔵野画廊,,,,,,,
2014-06-30,,,,166,売掛金,100,その他,511,売上高,,,5400,三吉理絵子,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,3,九左コンフィデンシャ,507317,九左コンフィデンシャル,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,96,岩城宏行,18000,岩城宏行　松坂屋,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,96,岩城宏行,176297,岩城宏行,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,96,岩城宏行,110371,岩城宏行,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,2,㈱深山,172228,㈱深山,,,,,,,
2014-06-30,,,,724,通信費,,,314,未払金,99,その他,1373,日本郵便㈱　郵送料,,,,,,,
2014-06-30,,,,728,消耗品費,,,314,未払金,99,その他,5347,アスクル　クラフトボックス、ライトプチ他,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,100,その他,88000,㈲成田製作所　真鍮皿立て,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,1,㈲正村製陶所,154919,㈲正村製陶所　,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,8,㈲堀製型所,79285,㈲堀製型所　イデー、ミュレット,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,100,その他,9961,㈱丸勝　箸置,,,,,,,
2014-06-30,,,,550,仕入高,,,312,買掛金,6,㈲東北カットグラス工,19872,㈲東北カットグラス工業所,,,,,,,
2014-06-30,,,,511,売上高,,,166,売掛金,100,その他,8406,㈱バルス　返品,,,,,,,
2014-06-30,,,,511,売上高,,,166,売掛金,100,その他,832,㈱バルス　返品,,,,,,,
2014-06-02,,,,719,運賃,,,121,三菱東京ＵＦＪ,,,2850,佐川急便㈱,,,,,,,
2014-06-02,,,,314,未払金,98,社会保険料,121,三菱東京ＵＦＪ,,,212472,社会保険料,,,,,,,
2014-06-02,,,,121,三菱東京ＵＦＪ,,,166,売掛金,13,ｋａｔａｋａｎａ,80676,ｋａｔａｋａｎａ,,,,,,,
2014-06-05,,,,312,買掛金,3,九左コンフィデンシャ,121,三菱東京ＵＦＪ,,,466344,九左コンフィデンシャル,,,,,,,
2014-06-05,,,,312,買掛金,3,九左コンフィデンシャ,121,三菱東京ＵＦＪ,,,756,振込手数料　九左コンフィデンシャル,,,,,,,
2014-06-09,,,,316,預り金,1,・給与源泉所得税,121,三菱東京ＵＦＪ,,,16850,・給与源泉所得税,,,,,,,
2014-06-10,,,,121,三菱東京ＵＦＪ,,,999,,,,147302,㈱ＡＣＭＥ,,,,,,,
2014-06-10,,,,999,,,,166,売掛金,6,㈱ＡＣＭＥ,147626,㈱ＡＣＭＥ,,,,,,,
2014-06-10,,,,734,支払手数料,,,999,,,,300,振込手数料㈱　ＡＣＭＥ,,,,,,,
2014-06-16,,,,121,三菱東京ＵＦＪ,,,999,,,,304598,㈱ミヤマプランニング,,,,,,,
2014-06-16,,,,999,,,,166,売掛金,1,㈱ミヤマプランニング,305035,㈱ミヤマプランニング,,,,,,,
2014-06-16,,,,511,売上高,,,999,,,,405,㈱ミヤマプランニング　,,,,,,,
2014-06-10,,,,121,三菱東京ＵＦＪ,,,166,売掛金,19,㈱デイトナインター,60750,㈱デイトナインターナショナル,,,,,,,
2014-06-17,,,,121,三菱東京ＵＦＪ,,,166,売掛金,20,㈱サニーデイ,46818,㈱サニーデイ,,,,,,,
2014-06-18,,,,734,支払手数料,,,121,三菱東京ＵＦＪ,,,1600,ＢＺ手数料,,,,,,,
2014-06-19,,,,316,預り金,3,・住民税,121,三菱東京ＵＦＪ,,,20600,・住民税,,,,,,,
2014-06-20,,,,121,三菱東京ＵＦＪ,,,999,,,,33112,丹波屋㈱,,,,,,,
2014-06-20,,,,999,,,,166,売掛金,100,その他,33437,丹波屋㈱,,,,,,,
2014-06-20,,,,734,支払手数料,,,999,,,,301,振込手数料　丹波屋㈱,,,,,,,
2014-06-25,,,,724,通信費,,,121,三菱東京ＵＦＪ,,,8703,ＫＤＤＩ㈱　携帯料金,,,,,,,
2014-06-25,,,,725,水道光熱費,,,121,三菱東京ＵＦＪ,,,10558,東京電力㈱　電気代,,,,,,,
2014-06-25,,,,121,三菱東京ＵＦＪ,,,999,,,,391986,アクサス㈱,,,,,,,
2014-06-25,,,,711,役員報酬,,,999,,,,260000,6月分岡見宏之,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,12961,6月分岡見宏之　健康保険料,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,22256,6月分岡見宏之　厚生年金保険料,,,,,,,
2014-06-25,,,,999,,,,316,預り金,1,・給与源泉所得税,5650,6月分岡見宏之・給与源泉所得税,,,,,,,
2014-06-25,,,,999,,,,316,預り金,3,・住民税,11400,6月分岡見宏之・住民税,,,,,,,
2014-06-25,,,,999,,,,814,受取家賃,,,60000,6月分岡見宏之,,,,,,,
2014-06-25,,,,999,,,,121,三菱東京ＵＦＪ,,,147733,6月分岡見宏之,,,,,,,
2014-06-25,,,,734,支払手数料,,,121,三菱東京ＵＦＪ,,,300,振込手数料　月分岡見宏之,,,,,,,
2014-06-25,,,,314,未払金,2,濱野泰吉,999,,,,260000,5月分濱野泰吉,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,12961,5月分濱野泰吉　康保険料,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,22256,5月分濱野泰吉　厚生年金保険料,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,1300,5月分濱野泰吉　雇用保険料,,,,,,,
2014-06-25,,,,999,,,,316,預り金,1,・給与源泉所得税,5600,5月分濱野泰吉・給与源泉所得税,,,,,,,
2014-06-25,,,,999,,,,316,預り金,3,・住民税,9200,5月分濱野泰吉・住民税,,,,,,,
2014-06-25,,,,313,短期借入金,,,999,,,,110264,5月分・6月分濱野泰吉立替経費精算,,,,,,,
2014-06-25,,,,999,,,,121,三菱東京ＵＦＪ,,,318947,5月分濱野泰吉,,,,,,,
2014-06-25,,,,734,支払手数料,,,121,三菱東京ＵＦＪ,,,300,振込手数料　5月分濱野泰吉,,,,,,,
2014-06-25,,,,314,未払金,3,岡見沙織,999,,,,260000,5月分岡見沙織,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,12961,5月分岡見沙織　健康保険料,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,22256,5月分岡見沙織　厚生年金保険料,,,,,,,
2014-06-25,,,,999,,,,716,法定福利費,,,1300,5月分岡見沙織　雇用保険料,,,,,,,
2014-06-25,,,,999,,,,316,預り金,1,・給与源泉所得税,5600,5月分岡見沙織・給与源泉所得税,,,,,,,
2014-06-25,,,,999,,,,121,三菱東京ＵＦＪ,,,217883,5月分岡見沙織,,,,,,,
2014-06-25,,,,734,支払手数料,,,121,三菱東京ＵＦＪ,,,700,振込手数料　月分岡見沙織,,,,,,,
2014-06-26,,,,121,三菱東京ＵＦＪ,,,166,売掛金,100,その他,5400,三吉理絵子,,,,,,,
2014-06-27,,,,742,地代家賃,,,999,,,,120000,7月分黒坂勇次　森下社宅家賃,,,,,,,
2014-06-27,,,,734,支払手数料,,,999,,,,200,振込手数料7月分黒坂勇次　　,,,,,,,
2014-06-27,,,,999,,,,121,三菱東京ＵＦＪ,,,120216,7月分黒坂勇次　　,,,,,,,
