日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2016-01-04,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",3440,"靴修理売上",11,,,1,貸,売,
2016-01-05,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",4960,"靴修理売上",11,,,1,貸,売,
2016-01-06,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",7980,"靴修理売上",11,,,1,貸,売,
2016-01-06,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",18140,"靴修理売上",11,,,1,貸,売,
2016-01-08,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",8620,"靴修理売上",11,,,1,貸,売,
2016-01-09,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",7220,"靴修理売上",11,,,1,貸,売,
2016-01-11,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",5400,"靴修理売上",11,,,1,貸,売,
2016-01-12,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",6800,"靴修理売上",11,,,1,貸,売,
2016-01-13,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",12840,"靴修理売上",11,,,1,貸,売,
2016-01-14,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",8840,"靴修理売上",11,,,1,貸,売,
2016-01-15,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",5720,"靴修理売上",11,,,1,貸,売,
2016-01-16,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",10240,"靴修理売上",11,,,1,貸,売,
2016-01-18,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",8620,"靴修理売上",11,,,1,貸,売,
2016-01-19,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",6040,"靴修理売上",11,,,1,貸,売,
2016-01-20,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",6680,"靴修理売上",11,,,1,貸,売,
2016-01-21,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",3020,"靴修理売上",11,,,1,貸,売,
2016-01-22,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",7340,"靴修理売上",11,,,1,貸,売,
2016-01-23,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",9620,"靴修理売上",11,,,1,貸,売,
2016-01-25,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",7880,"靴修理売上",11,,,1,貸,売,
2016-01-26,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",20440,"靴修理売上",11,,,1,貸,売,
2016-01-27,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",7000,"靴修理売上",11,,,1,貸,売,
2016-01-28,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",5840,"靴修理売上",11,,,1,貸,売,
2016-01-29,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",6800,"靴修理売上",11,,,1,貸,売,
2016-01-30,0,,"",101,"現金",,,511,"売上高",100,"靴修理売上",6800,"靴修理売上",11,,,1,貸,売,
2016-01-04,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",2160,"合鍵作製売上",11,,,10,貸,売,
2016-01-05,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",5292,"合鍵作製売上",11,,,10,貸,売,
2016-01-06,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",540,"合鍵作製売上",11,,,10,貸,売,
2016-01-08,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",540,"合鍵作製売上",11,,,10,貸,売,
2016-01-09,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",1080,"合鍵作製売上",11,,,10,貸,売,
2016-01-11,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",1080,"合鍵作製売上",11,,,10,貸,売,
2016-01-12,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",2700,"合鍵作製売上",11,,,10,貸,売,
2016-01-13,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",1620,"合鍵作製売上",11,,,10,貸,売,
2016-01-14,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",2700,"合鍵作製売上",11,,,10,貸,売,
2016-01-15,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",4320,"合鍵作製売上",11,,,10,貸,売,
2016-01-16,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",540,"合鍵作製売上",11,,,10,貸,売,
2016-01-18,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",3560,"合鍵作製売上",11,,,10,貸,売,
2016-01-19,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",7120,"合鍵作製売上",11,,,10,貸,売,
2016-01-20,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",5400,"合鍵作製売上",11,,,10,貸,売,
2016-01-21,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",9720,"合鍵作製売上",11,,,10,貸,売,
2016-01-22,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",7236,"合鍵作製売上",11,,,10,貸,売,
2016-01-23,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",540,"合鍵作製売上",11,,,10,貸,売,
2016-01-25,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",7452,"合鍵作製売上",11,,,10,貸,売,
2016-01-26,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",2700,"合鍵作製売上",11,,,10,貸,売,
2016-01-27,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",2700,"合鍵作製売上",11,,,10,貸,売,
2016-01-29,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",1080,"合鍵作製売上",11,,,10,貸,売,
2016-01-30,0,,"",101,"現金",,,511,"売上高",101,"合鍵作製売上",7020,"合鍵作製売上",11,,,10,貸,売,
2016-01-06,0,,"",101,"現金",,,511,"売上高",102,"小物販売売上",2210,"小物販売売上",11,,,100,貸,売,
2016-01-09,0,,"",101,"現金",,,511,"売上高",102,"小物販売売上",860,"小物販売売上",11,,,100,貸,売,
