日付,決修,伝票番号,部門ｺｰﾄﾞ,借方ｺｰﾄﾞ,借方名称,借方枝番,借方枝番摘要,貸方ｺｰﾄﾞ,貸方名称,貸方枝番,貸方枝番摘要,金額,摘要,税区分,対価,仕入区分,売上業種区分,消費税科目,売仕区分,ﾀﾞﾐｰ3
2013-01-01,,,,318,仮受金,100,小津丈明,186,仮払金,100,小津丈明,300768,小津丈明　期首振替,,,,,,,
2013-01-01,,,,318,仮受金,102,鈴木貴子,186,仮払金,102,鈴木貴子,253639,鈴木貴子　期首振替,,,,,,,
2013-01-01,,,,641,外注加工費,,,312,買掛金,5402,文化堂印刷㈱,152964,H24/9月分文化堂印刷㈱　計上もれ,,,,,,,
2013-01-01,,,,312,買掛金,5402,文化堂印刷㈱,641,外注加工費,,,3367607,文化堂印刷㈱,,,,,,,
2013-01-01,,,,166,売掛金,5200,広島支店,166,売掛金,600,営業企画部,17535,営業企画部→広島支店　No.24176　枝番号訂,,,,,,,
2013-01-01,,,,166,売掛金,1200,吉祥寺支店,166,売掛金,600,営業企画部,19950,営業企画部→吉祥寺支店　枝番訂正　No.241,,,,,,,
2013-01-01,,,,166,売掛金,1200,吉祥寺支店,166,売掛金,600,営業企画部,1060,営業企画部→吉祥寺支店　枝番訂正　No.241,,,,,,,
2013-01-01,,,,121,普通・三井本店,,,999,,,,34,預金利息,,,,,,,
2013-01-01,,,,999,,,,811,受取利息,,,42,普通預金利息,,,,,,,
2013-01-01,,,,726,租税公課,1,利子税（国）,999,,,,6,利子税（国）,,,,,,,
2013-01-01,,,,726,租税公課,2,利子税（地）,999,,,,2,利子税（地）,,,,,,,
2013-01-01,,,,316,預り金,99,他：,716,法定福利費,,,120463,小津丈明下期賞与分期首再振替,,,,,,,
2013-01-01,,,,314,未払金,6801,㈱モード,727,接待交際費,,,80080,㈱モード　過年度交際費修正,,,,,,,
2013-01-01,,,,511,売上高,,,165,売掛金（一般）,12,㈱アスプ（ＡＳＰ）,1400,㈱アスプ（ＡＳＰ）　過年度売上修正,,,,,,,
2013-01-01,,,,165,売掛金（一般）,,,166,売掛金,,,31707086,期首再振替　前期決算書作成のため,,,,,,,
2013-01-01,,,,164,受取手形,,,337,裏書手形,,,16354958,期首再振替　前期決算書作成のため,,,,,,,
2013-01-01,,,,164,受取手形,,,324,割引手形,,,25934414,期首再振替　前期決算書作成のため,,,,,,,
2013-01-04,,,,111,当座預金三井,,,165,売掛金（一般）,2200,新日本管財㈱,165186,新日本管財㈱,,,,,,,
2013-01-04,,,,725,水道光熱費,,,126,普通ゆうちょ,,,2380,熱海市　水道代　熱海保養所,,,,,,,
2013-01-04,,,,352,長期借入金,10,第一勧信３千万円口,999,,,,357000,第一勧信　３千万円口,,,,,,,
2013-01-04,,,,821,支払利息,20,第一勧信３千万円口,999,,,,56960,第一勧信３千万円口,,,,,,,
2013-01-04,,,,999,,,,127,普通第一勧信,,,413960,第一勧信　３千万円口　借入金返済,,,,,,,
2013-01-04,,,,352,長期借入金,11,第一勧信９百万円口,999,,,,107000,第一勧信　９百万円口,,,,,,,
2013-01-04,,,,821,支払利息,21,第一勧信９百万円口,999,,,,15868,第一勧信９百万円口,,,,,,,
2013-01-04,,,,999,,,,127,普通第一勧信,,,122868,第一勧信　９百万円口　借入金返済,,,,,,,
2013-01-04,,,,352,長期借入金,12,第一勧信１千万円口,999,,,,119000,第一勧信　１千万円口,,,,,,,
2013-01-04,,,,821,支払利息,22,第一勧信１千万円口,999,,,,18721,第一勧信１千万円口,,,,,,,
2013-01-04,,,,999,,,,127,普通第一勧信,,,137721,第一勧信　１千万円口　借入金返済,,,,,,,
2013-01-04,,,,186,仮払金,100,小津丈明,111,当座預金三井,,,400000,小津丈明,,,,,,,
2013-01-04,,,,724,通信費,,,111,当座預金三井,,,9681,ＮＴＴドコモ　携帯電話代,,,,,,,
2013-01-04,,,,314,未払金,4,安田会計事務所,111,当座預金三井,,,123500,安田会計事務所,,,,,,,
2013-01-07,,,,142,定積第一勧信,,,127,普通第一勧信,,,50000,口座振替,,,,,,,
2013-01-09,,,,166,売掛金,5005,八王子支店,511,売上高,,,12600,八王子支店　№25000,,,,,,,
2013-01-09,,,,166,売掛金,5402,藤沢支店,511,売上高,,,12600,藤沢支店　№25001,,,,,,,
2013-01-09,,,,166,売掛金,6002,前橋支店,511,売上高,,,17535,前橋支店　№25002,,,,,,,
2013-01-09,,,,111,当座預金三井,,,166,売掛金,1200,吉祥寺支店,21010,吉祥寺支店,,,,,,,
2013-01-09,,,,641,外注加工費,,,312,買掛金,11,アクセルフィルムズ㈱,1450000,１月分　アクセルフィルムズ㈱,,,,,,,
2013-01-09,,,,186,仮払金,1,田中裕二,111,当座預金三井,,,200000,田中裕二,,,,,,,
2013-01-10,,,,111,当座預金三井,,,166,売掛金,5200,広島支店,17535,広島支店,,,,,,,
2013-01-10,,,,111,当座預金三井,,,165,売掛金（一般）,12,㈱アスプ（ＡＳＰ）,133552,㈱アスプ（ＡＳＰ）,,,,,,,
2013-01-10,,,,726,租税公課,4,他租公・,126,普通ゆうちょ,,,17000,他租公・熱海市第３期固定資産税熱海保,,,,,,,
2013-01-10,,,,724,通信費,,,113,当座・城南銀座,,,8864,ＮＴＴ　電話代,,,,,,,
2013-01-10,,,,312,買掛金,2000,三和紙業㈱,111,当座預金三井,,,30463,三和紙業㈱,,,,,,,
2013-01-10,,,,316,預り金,1,・源泉所得税,999,,,,135805,月分・源泉所得税　納付,,,,,,,
2013-01-10,,,,316,預り金,3,・住民税,999,,,,231000,月分・住民税　納付,,,,,,,
2013-01-10,,,,999,,,,111,当座預金三井,,,366805,月分・住民税・源泉所得税　納付,,,,,,,
2013-01-10,,,,716,法定福利費,,,111,当座預金三井,,,1073758,・社会保険料,,,,,,,
2013-01-10,,,,101,現金,,,111,当座預金三井,,,6500,・源泉所得税　不納付加算税分,,,,,,,
2013-01-10,,,,734,支払手数料,,,165,売掛金（一般）,12,㈱アスプ（ＡＳＰ）,400,振込手数料　㈱アスプ（ＡＳＰ）,,,,,,,
2013-01-10,,,,641,外注加工費,,,312,買掛金,801,㈲オフィスウノ,197000,１月分　㈲オフィス　ウノ,,,,,,,
2013-01-11,,,,113,当座・城南銀座,,,999,,,,150000,口座振替,,,,,,,
2013-01-11,,,,183,貸付金,8400,㈲ループ,999,,,,200000,㈲ループ,,,,,,,
2013-01-11,,,,999,,,,111,当座預金三井,,,350000,㈲ループ貸付　他,,,,,,,
2013-01-11,,,,724,通信費,,,101,現金,,,115,中央湊郵便局　郵送料,,,,,,,
2013-01-15,,,,111,当座預金三井,,,166,売掛金,5402,藤沢支店,12600,藤沢支店,,,,,,,
2013-01-15,,,,111,当座預金三井,,,166,売掛金,6002,前橋支店,17535,前橋支店,,,,,,,
2013-01-15,,,,352,長期借入金,6,城南信金５千万口②,999,,,,417000,城南信金５千万口②　借入金返済,,,,,,,
2013-01-15,,,,821,支払利息,16,城南信金５千万口②,999,,,,62470,城南信金５千万口②,,,,,,,
2013-01-15,,,,999,,,,113,当座・城南銀座,,,479470,城南信金５千万口②　借入金返済,,,,,,,
2013-01-15,,,,352,長期借入金,7,城南信金１千万口,999,,,,120000,城南信金１千万口　借入金返済,,,,,,,
2013-01-15,,,,821,支払利息,17,城南信金１千万口,999,,,,14333,城南信金１千万口,,,,,,,
2013-01-15,,,,999,,,,113,当座・城南銀座,,,134333,城南信金１千万口　借入金返済,,,,,,,
2013-01-15,,,,352,長期借入金,8,城南信金１千万口②,999,,,,167000,城南信金１千万口②　借入金返済,,,,,,,
2013-01-15,,,,821,支払利息,18,城南信金１千万口②,999,,,,13085,城南信金１千万口②,,,,,,,
